transaction_id,timestamp,amount,description,customer_id,payment_method
TXN_000112,2025-12-16T11:14:07.356216,64.22,Dine-in,CUST_0021,card
TXN_000024,2025-12-17T05:49:07.356216,60.48,Takeout,CUST_0063,card
TXN_000028,2025-12-17T08:43:07.356216,71.74,Delivery,CUST_0031,card
TXN_000109,2025-12-17T10:16:07.356216,16.53,Catering,CUST_0062,cash
TXN_000071,2025-12-17T10:48:07.356216,65.71,Delivery,CUST_0021,card
TXN_000078,2025-12-17T13:28:07.356216,29.12,Takeout,CUST_0002,card
TXN_000101,2025-12-18T03:46:07.356216,12.69,Delivery,CUST_0010,card
TXN_000167,2025-12-18T10:51:07.356216,44.43,Gift Card,CUST_0018,card
TXN_000196,2025-12-18T11:13:07.356216,43.23,Takeout,CUST_0062,cash
TXN_000075,2025-12-18T14:19:07.356216,83.81,Catering,CUST_0033,card
TXN_000042,2025-12-19T03:43:07.356216,22.63,Takeout,CUST_0066,card
TXN_000063,2025-12-19T04:47:07.356216,73.05,Gift Card,CUST_0018,card
TXN_000091,2025-12-19T10:25:07.356216,106.18,Gift Card,CUST_0009,cash
TXN_000057,2025-12-19T14:34:07.356216,71.62,Takeout,CUST_0013,cash
TXN_000017,2025-12-20T02:57:07.356216,64.22,Takeout,CUST_0013,card
TXN_000034,2025-12-20T03:49:07.356216,98.26,Dine-in,CUST_0044,card
TXN_000092,2025-12-20T05:07:07.356216,98.58,Dine-in,CUST_0053,card
TXN_000085,2025-12-20T08:06:07.356216,40.47,Gift Card,CUST_0022,card
TXN_000068,2025-12-20T08:17:07.356216,28.26,Delivery,CUST_0020,card
TXN_000007,2025-12-20T10:25:07.356216,29.27,Dine-in,CUST_0024,card
TXN_000095,2025-12-20T10:55:07.356216,70.17,Catering,CUST_0035,card
TXN_000177,2025-12-20T11:36:07.356216,74.92,Catering,CUST_0033,card
TXN_000027,2025-12-20T12:16:07.356216,106.1,Gift Card,CUST_0029,card
TXN_000011,2025-12-20T12:19:07.356216,54.41,Takeout,CUST_0026,cash
TXN_000185,2025-12-20T13:16:07.356216,89.25,Dine-in,CUST_0050,cash
TXN_000135,2025-12-21T04:06:07.356216,60.94,Gift Card,CUST_0009,card
TXN_000118,2025-12-21T04:07:07.356216,37.95,Dine-in,CUST_0037,card
TXN_000098,2025-12-21T07:50:07.356216,78.4,Dine-in,CUST_0004,card
TXN_000021,2025-12-21T08:08:07.356216,70.56,Dine-in,CUST_0013,card
TXN_000038,2025-12-21T08:48:07.356216,52.69,Delivery,CUST_0041,card
TXN_000079,2025-12-21T11:41:07.356216,34.11,Gift Card,CUST_0054,card
TXN_000045,2025-12-22T03:34:07.356216,40.99,Takeout,CUST_0009,cash
TXN_000127,2025-12-22T04:42:07.356216,41.49,Dine-in,CUST_0005,card
TXN_000143,2025-12-22T05:47:07.356216,41.93,Catering,CUST_0062,card
TXN_000110,2025-12-22T06:41:07.356216,56.42,Catering,CUST_0055,card
TXN_000193,2025-12-22T07:31:07.356216,72.4,Takeout,CUST_0034,card
TXN_000194,2025-12-22T07:39:07.356216,17.58,Catering,CUST_0019,card
TXN_000064,2025-12-22T07:53:07.356216,21.6,Takeout,CUST_0050,cash
TXN_000073,2025-12-22T08:01:07.356216,53.42,Takeout,CUST_0009,card
TXN_000020,2025-12-22T12:11:07.356216,16.5,Delivery,CUST_0028,card
TXN_000099,2025-12-23T04:16:07.356216,66.71,Takeout,CUST_0042,cash
TXN_000000,2025-12-23T04:37:07.356216,19.39,Catering,CUST_0034,cash
TXN_000051,2025-12-23T09:45:07.356216,42.1,Takeout,CUST_0051,cash
TXN_000026,2025-12-23T11:14:07.356216,24.09,Dine-in,CUST_0024,cash
TXN_000130,2025-12-23T11:55:07.356216,40.89,Delivery,CUST_0057,card
TXN_000056,2025-12-23T13:55:07.356216,63.22,Takeout,CUST_0009,card
TXN_000062,2025-12-24T03:47:07.356216,61.86,Dine-in,CUST_0015,card
TXN_000013,2025-12-24T04:02:07.356216,71.73,Dine-in,CUST_0001,card
TXN_000053,2025-12-24T05:53:07.356216,46.2,Gift Card,CUST_0021,cash
TXN_000086,2025-12-24T06:44:07.356216,27.74,Dine-in,CUST_0057,card
TXN_000183,2025-12-24T13:04:07.356216,24.58,Dine-in,CUST_0028,card
TXN_000043,2025-12-24T13:29:07.356216,27.07,Dine-in,CUST_0014,card
TXN_000145,2025-12-25T07:40:07.356216,27.91,Catering,CUST_0027,card
TXN_000018,2025-12-25T12:36:07.356216,23.23,Gift Card,CUST_0002,card
TXN_000055,2025-12-26T07:31:07.356216,33.38,Takeout,CUST_0006,cash
TXN_000133,2025-12-26T11:10:07.356216,53.55,Gift Card,CUST_0057,card
TXN_000128,2025-12-27T11:35:07.356216,7.42,Delivery,CUST_0066,card
TXN_000060,2025-12-27T11:51:07.356216,51.77,Delivery,CUST_0019,cash
TXN_000168,2025-12-28T12:46:07.356216,27.31,Gift Card,CUST_0058,card
TXN_000117,2025-12-29T02:51:07.356216,63.06,Delivery,CUST_0061,card
TXN_000070,2025-12-29T03:30:07.356216,46.3,Takeout,CUST_0056,card
TXN_000171,2025-12-29T07:15:07.356216,63.32,Gift Card,CUST_0013,card
TXN_000182,2025-12-29T07:43:07.356216,72.96,Delivery,CUST_0039,card
TXN_000195,2025-12-29T12:10:07.356216,14.41,Takeout,CUST_0020,card
TXN_000148,2025-12-30T03:34:07.356216,45.45,Delivery,CUST_0046,card
TXN_000082,2025-12-30T05:41:07.356216,26.88,Gift Card,CUST_0046,card
TXN_000004,2025-12-30T06:17:07.356216,23.36,Gift Card,CUST_0063,card
TXN_000189,2025-12-30T08:26:07.356216,59.95,Catering,CUST_0026,cash
TXN_000137,2025-12-30T09:14:07.356216,33.5,Takeout,CUST_0012,card
TXN_000048,2025-12-30T12:46:07.356216,81.19,Takeout,CUST_0058,card
TXN_000052,2025-12-30T12:51:07.356216,84.37,Gift Card,CUST_0027,card
TXN_000159,2025-12-30T13:57:07.356216,53.4,Catering,CUST_0050,card
TXN_000093,2025-12-31T03:14:07.356216,70.63,Takeout,CUST_0044,card
TXN_000160,2025-12-31T04:06:07.356216,28.35,Gift Card,CUST_0056,cash
TXN_000102,2025-12-31T04:36:07.356216,77.6,Gift Card,CUST_0022,cash
TXN_000031,2025-12-31T05:58:07.356216,16.37,Takeout,CUST_0055,card
TXN_000001,2025-12-31T08:02:07.356216,26.71,Catering,CUST_0024,cash
TXN_000156,2025-12-31T08:25:07.356216,69.85,Delivery,CUST_0054,card
TXN_000181,2025-12-31T10:53:07.356216,20.65,Takeout,CUST_0057,card
TXN_000150,2025-12-31T13:19:07.356216,61.85,Delivery,CUST_0062,card
TXN_000067,2025-12-31T13:31:07.356216,27.39,Delivery,CUST_0005,card
TXN_000103,2025-12-31T14:25:07.356216,74.28,Delivery,CUST_0037,card
TXN_000184,2026-01-01T05:06:07.356216,28.06,Delivery,CUST_0032,cash
TXN_000022,2026-01-01T05:29:07.356216,68.24,Takeout,CUST_0052,cash
TXN_000125,2026-01-01T10:46:07.356216,84.49,Catering,CUST_0052,card
TXN_000116,2026-01-01T13:52:07.356216,46.89,Catering,CUST_0050,card
TXN_000199,2026-01-01T14:21:07.356216,73.24,Delivery,CUST_0018,card
TXN_000002,2026-01-02T08:02:07.356216,30.66,Takeout,CUST_0019,card
TXN_000097,2026-01-02T10:32:07.356216,79.15,Catering,CUST_0020,cash
TXN_000129,2026-01-02T10:59:07.356216,39.77,Gift Card,CUST_0019,card
TXN_000104,2026-01-02T11:41:07.356216,33.73,Delivery,CUST_0040,card
TXN_000033,2026-01-03T05:38:07.356216,53.46,Gift Card,CUST_0008,card
TXN_000172,2026-01-03T07:35:07.356216,27.33,Delivery,CUST_0012,card
TXN_000119,2026-01-03T13:10:07.356216,30.5,Catering,CUST_0026,card
TXN_000175,2026-01-03T14:25:07.356216,87.35,Dine-in,CUST_0024,card
TXN_000032,2026-01-04T04:25:07.356216,40.3,Takeout,CUST_0037,cash
TXN_000100,2026-01-04T06:34:07.356216,74.77,Delivery,CUST_0029,card
TXN_000154,2026-01-04T07:50:07.356216,96.65,Gift Card,CUST_0031,card
TXN_000012,2026-01-04T10:22:07.356216,66.05,Catering,CUST_0052,card
TXN_000006,2026-01-04T11:25:07.356216,17.54,Catering,CUST_0032,card
TXN_000126,2026-01-05T03:52:07.356216,18.61,Takeout,CUST_0014,card
TXN_000044,2026-01-05T04:44:07.356216,59.75,Catering,CUST_0042,card
TXN_000046,2026-01-05T04:50:07.356216,38.44,Dine-in,CUST_0041,cash
TXN_000105,2026-01-05T05:31:07.356216,37.67,Gift Card,CUST_0037,card
TXN_000025,2026-01-05T06:43:07.356216,84.16,Takeout,CUST_0029,card
TXN_000080,2026-01-05T09:03:07.356216,27.02,Dine-in,CUST_0025,cash
TXN_000174,2026-01-06T04:10:07.356216,14.58,Takeout,CUST_0041,card
TXN_000040,2026-01-06T04:14:07.356216,54.06,Takeout,CUST_0029,card
TXN_000023,2026-01-06T04:21:07.356216,51.56,Catering,CUST_0065,card
TXN_000054,2026-01-06T07:49:07.356216,71.31,Dine-in,CUST_0011,card
TXN_000178,2026-01-06T08:48:07.356216,12.59,Catering,CUST_0006,card
TXN_000153,2026-01-06T12:24:07.356216,26.21,Catering,CUST_0059,card
TXN_000134,2026-01-06T13:16:07.356216,55.37,Dine-in,CUST_0031,card
TXN_000164,2026-01-07T04:45:07.356216,39.64,Gift Card,CUST_0052,card
TXN_000039,2026-01-07T05:18:07.356216,63.46,Catering,CUST_0038,card
TXN_000066,2026-01-07T06:25:07.356216,21.72,Catering,CUST_0029,cash
TXN_000169,2026-01-07T06:39:07.356216,47.8,Takeout,CUST_0061,card
TXN_000121,2026-01-07T08:06:07.356216,46.0,Catering,CUST_0047,card
TXN_000155,2026-01-07T08:55:07.356216,38.02,Delivery,CUST_0053,card
TXN_000176,2026-01-07T11:15:07.356216,64.99,Dine-in,CUST_0044,card
TXN_000165,2026-01-07T13:01:07.356216,34.26,Catering,CUST_0066,card
TXN_000016,2026-01-07T14:38:07.356216,44.14,Catering,CUST_0058,card
TXN_000179,2026-01-08T09:30:07.356216,71.5,Takeout,CUST_0051,card
TXN_000138,2026-01-08T09:51:07.356216,25.53,Catering,CUST_0038,cash
TXN_000050,2026-01-08T10:21:07.356216,21.15,Delivery,CUST_0037,card
TXN_000107,2026-01-08T12:13:07.356216,46.2,Gift Card,CUST_0028,card
TXN_000072,2026-01-08T13:50:07.356216,22.56,Takeout,CUST_0045,card
TXN_000152,2026-01-09T03:34:07.356216,56.42,Dine-in,CUST_0066,card
TXN_000157,2026-01-09T04:36:07.356216,73.39,Dine-in,CUST_0022,cash
TXN_000035,2026-01-09T05:40:07.356216,104.15,Dine-in,CUST_0047,card
TXN_000141,2026-01-09T06:16:07.356216,104.51,Dine-in,CUST_0034,card
TXN_000069,2026-01-09T06:36:07.356216,21.41,Gift Card,CUST_0014,card
TXN_000124,2026-01-09T11:24:07.356216,69.01,Dine-in,CUST_0051,card
TXN_000151,2026-01-09T13:42:07.356216,24.33,Takeout,CUST_0059,cash
TXN_000197,2026-01-10T03:56:07.356216,40.97,Takeout,CUST_0024,card
TXN_000162,2026-01-10T05:10:07.356216,57.76,Catering,CUST_0038,card
TXN_000132,2026-01-10T10:36:07.356216,58.79,Delivery,CUST_0063,card
TXN_000036,2026-01-10T11:17:07.356216,70.82,Takeout,CUST_0020,card
TXN_000114,2026-01-10T11:53:07.356216,37.99,Gift Card,CUST_0035,card
TXN_000083,2026-01-10T12:06:07.356216,63.24,Dine-in,CUST_0027,card
TXN_000096,2026-01-10T12:35:07.356216,101.23,Dine-in,CUST_0032,card
TXN_000122,2026-01-11T03:18:07.356216,23.8,Takeout,CUST_0034,card
TXN_000192,2026-01-11T04:18:07.356216,100.54,Catering,CUST_0038,cash
TXN_000076,2026-01-11T04:21:07.356216,84.09,Gift Card,CUST_0040,card
TXN_000008,2026-01-11T05:40:07.356216,74.26,Takeout,CUST_0045,cash
TXN_000037,2026-01-11T09:04:07.356216,53.93,Dine-in,CUST_0046,card
TXN_000180,2026-01-11T10:16:07.356216,18.79,Delivery,CUST_0010,card
TXN_000009,2026-01-11T11:44:07.356216,96.76,Gift Card,CUST_0043,card
TXN_000173,2026-01-11T13:51:07.356216,63.05,Catering,CUST_0019,card
TXN_000030,2026-01-11T14:10:07.356216,64.43,Takeout,CUST_0019,cash
TXN_000166,2026-01-12T03:31:07.356216,37.09,Dine-in,CUST_0014,cash
TXN_000131,2026-01-12T05:19:07.356216,49.18,Dine-in,CUST_0030,card
TXN_000187,2026-01-12T06:45:07.356216,80.23,Gift Card,CUST_0002,card
TXN_000005,2026-01-12T06:51:07.356216,64.8,Dine-in,CUST_0052,card
TXN_000147,2026-01-12T12:14:07.356216,30.74,Delivery,CUST_0006,card
