transaction_id,timestamp,amount,description,customer_id,payment_method
TXN_000123,2025-12-19T12:43:07.349151,69.44,Treatment,CUST_0039,card
TXN_000031,2025-12-19T14:40:07.349151,173.84,Blowout,CUST_0044,card
TXN_000052,2025-12-19T14:45:07.349151,210.41,Blowout,CUST_0022,card
TXN_000171,2025-12-20T02:51:07.349151,271.54,Extensions,CUST_0059,cash
TXN_000081,2025-12-20T05:11:07.349151,170.34,Highlights,CUST_0023,card
TXN_000072,2025-12-20T07:43:07.349151,278.35,Extensions,CUST_0043,cash
TXN_000151,2025-12-20T09:02:07.349151,169.3,Color,CUST_0019,card
TXN_000036,2025-12-20T09:50:07.349151,169.02,Color,CUST_0016,cash
TXN_000126,2025-12-20T11:00:07.349151,183.73,Treatment,CUST_0009,card
TXN_000135,2025-12-20T12:24:07.349151,221.37,Highlights,CUST_0007,card
TXN_000169,2025-12-20T12:59:07.349151,109.56,Haircut,CUST_0054,card
TXN_000119,2025-12-20T13:04:07.349151,57.65,Treatment,CUST_0062,cash
TXN_000125,2025-12-21T03:06:07.349151,79.82,Treatment,CUST_0016,card
TXN_000098,2025-12-21T03:16:07.349151,53.54,Extensions,CUST_0045,card
TXN_000106,2025-12-21T03:38:07.349151,68.24,Color,CUST_0035,cash
TXN_000002,2025-12-21T05:01:07.349151,102.37,Haircut,CUST_0026,card
TXN_000181,2025-12-21T05:39:07.349151,100.47,Treatment,CUST_0066,card
TXN_000147,2025-12-21T05:46:07.349151,81.03,Treatment,CUST_0062,card
TXN_000026,2025-12-21T06:04:07.349151,122.45,Color,CUST_0035,card
TXN_000103,2025-12-21T06:17:07.349151,200.31,Color,CUST_0045,cash
TXN_000020,2025-12-21T06:42:07.349151,123.02,Treatment,CUST_0048,cash
TXN_000013,2025-12-21T08:53:07.349151,62.68,Extensions,CUST_0032,card
TXN_000177,2025-12-21T09:46:07.349151,249.4,Color,CUST_0014,card
TXN_000019,2025-12-21T11:44:07.349151,139.39,Haircut,CUST_0027,card
TXN_000091,2025-12-22T03:09:07.349151,178.65,Highlights,CUST_0010,card
TXN_000087,2025-12-22T05:08:07.349151,158.12,Haircut,CUST_0062,card
TXN_000143,2025-12-22T07:03:07.349151,182.78,Haircut,CUST_0019,cash
TXN_000164,2025-12-22T10:31:07.349151,244.96,Highlights,CUST_0023,card
TXN_000182,2025-12-22T10:43:07.349151,239.25,Highlights,CUST_0064,card
TXN_000071,2025-12-22T11:12:07.349151,132.67,Haircut,CUST_0057,card
TXN_000078,2025-12-22T12:05:07.349151,38.4,Extensions,CUST_0011,card
TXN_000145,2025-12-23T03:32:07.349151,202.02,Extensions,CUST_0022,card
TXN_000001,2025-12-23T04:06:07.349151,66.14,Treatment,CUST_0038,card
TXN_000016,2025-12-23T05:03:07.349151,38.55,Highlights,CUST_0034,cash
TXN_000046,2025-12-23T06:12:07.349151,244.57,Extensions,CUST_0065,card
TXN_000127,2025-12-23T06:12:07.349151,59.23,Blowout,CUST_0053,card
TXN_000141,2025-12-23T07:46:07.349151,89.46,Highlights,CUST_0031,card
TXN_000005,2025-12-23T08:50:07.349151,230.51,Haircut,CUST_0005,cash
TXN_000191,2025-12-23T09:56:07.349151,34.65,Highlights,CUST_0066,card
TXN_000113,2025-12-23T10:23:07.349151,34.23,Blowout,CUST_0023,card
TXN_000188,2025-12-23T12:03:07.349151,207.55,Highlights,CUST_0034,card
TXN_000118,2025-12-23T12:04:07.349151,212.15,Blowout,CUST_0009,card
TXN_000134,2025-12-24T04:37:07.349151,236.4,Treatment,CUST_0033,card
TXN_000040,2025-12-24T07:50:07.349151,230.29,Treatment,CUST_0047,card
TXN_000115,2025-12-24T07:55:07.349151,50.71,Treatment,CUST_0046,card
TXN_000030,2025-12-24T10:09:07.349151,225.92,Treatment,CUST_0025,card
TXN_000129,2025-12-24T11:21:07.349151,202.37,Color,CUST_0043,cash
TXN_000059,2025-12-24T13:04:07.349151,63.06,Blowout,CUST_0029,cash
TXN_000007,2025-12-24T13:21:07.349151,145.01,Highlights,CUST_0046,card
TXN_000034,2025-12-25T09:31:07.349151,44.51,Color,CUST_0003,card
TXN_000025,2025-12-26T14:16:07.349151,75.5,Highlights,CUST_0022,card
TXN_000057,2025-12-26T14:20:07.349151,123.09,Extensions,CUST_0028,card
TXN_000033,2025-12-27T05:30:07.349151,27.44,Color,CUST_0038,card
TXN_000133,2025-12-27T07:16:07.349151,88.67,Treatment,CUST_0034,card
TXN_000108,2025-12-27T11:33:07.349151,85.55,Treatment,CUST_0003,card
TXN_000018,2025-12-27T12:04:07.349151,87.1,Highlights,CUST_0047,cash
TXN_000122,2025-12-28T08:49:07.349151,105.11,Haircut,CUST_0017,card
TXN_000004,2025-12-29T05:40:07.349151,75.57,Extensions,CUST_0031,card
TXN_000144,2025-12-29T13:18:07.349151,235.84,Blowout,CUST_0031,card
TXN_000183,2025-12-29T13:50:07.349151,43.56,Haircut,CUST_0018,card
TXN_000003,2025-12-30T04:31:07.349151,199.32,Haircut,CUST_0012,card
TXN_000075,2025-12-30T08:13:07.349151,202.88,Treatment,CUST_0052,card
TXN_000017,2025-12-30T10:25:07.349151,179.4,Color,CUST_0040,card
TXN_000193,2025-12-30T10:46:07.349151,195.31,Color,CUST_0017,card
TXN_000142,2025-12-30T11:25:07.349151,182.07,Highlights,CUST_0061,card
TXN_000022,2025-12-30T14:32:07.349151,73.86,Blowout,CUST_0002,cash
TXN_000090,2025-12-31T03:23:07.349151,56.79,Color,CUST_0048,card
TXN_000166,2025-12-31T03:41:07.349151,230.37,Color,CUST_0023,cash
TXN_000111,2025-12-31T06:26:07.349151,66.26,Highlights,CUST_0033,cash
TXN_000051,2025-12-31T07:25:07.349151,109.42,Haircut,CUST_0034,cash
TXN_000084,2025-12-31T08:37:07.349151,58.56,Haircut,CUST_0019,cash
TXN_000153,2025-12-31T13:02:07.349151,176.92,Blowout,CUST_0029,card
TXN_000065,2025-12-31T14:43:07.349151,164.15,Color,CUST_0064,cash
TXN_000082,2026-01-01T05:50:07.349151,166.42,Highlights,CUST_0009,card
TXN_000049,2026-01-01T05:56:07.349151,109.62,Blowout,CUST_0018,card
TXN_000199,2026-01-01T08:04:07.349151,218.67,Highlights,CUST_0034,card
TXN_000011,2026-01-01T09:44:07.349151,137.34,Color,CUST_0018,cash
TXN_000120,2026-01-01T14:39:07.349151,164.04,Highlights,CUST_0052,card
TXN_000174,2026-01-02T09:16:07.349151,300.28,Color,CUST_0013,card
TXN_000021,2026-01-02T11:30:07.349151,193.03,Color,CUST_0041,card
TXN_000121,2026-01-02T11:37:07.349151,289.5,Highlights,CUST_0056,cash
TXN_000186,2026-01-02T11:48:07.349151,178.72,Haircut,CUST_0051,card
TXN_000173,2026-01-03T02:54:07.349151,67.0,Extensions,CUST_0047,cash
TXN_000114,2026-01-03T04:22:07.349151,36.73,Extensions,CUST_0004,card
TXN_000079,2026-01-03T04:37:07.349151,35.74,Haircut,CUST_0026,card
TXN_000140,2026-01-03T05:11:07.349151,37.68,Extensions,CUST_0035,card
TXN_000088,2026-01-03T08:11:07.349151,152.25,Blowout,CUST_0047,card
TXN_000089,2026-01-03T11:28:07.349151,191.14,Extensions,CUST_0001,card
TXN_000006,2026-01-03T12:12:07.349151,121.5,Haircut,CUST_0034,cash
TXN_000159,2026-01-03T13:21:07.349151,50.35,Treatment,CUST_0006,card
TXN_000163,2026-01-04T06:35:07.349151,215.57,Treatment,CUST_0037,card
TXN_000094,2026-01-05T03:32:07.349151,134.08,Extensions,CUST_0030,card
TXN_000176,2026-01-05T04:59:07.349151,63.66,Haircut,CUST_0028,card
TXN_000028,2026-01-05T06:48:07.349151,73.03,Color,CUST_0031,card
TXN_000162,2026-01-05T07:27:07.349151,37.12,Haircut,CUST_0055,card
TXN_000100,2026-01-05T12:27:07.349151,176.49,Haircut,CUST_0019,cash
TXN_000066,2026-01-05T14:29:07.349151,225.4,Highlights,CUST_0030,card
TXN_000128,2026-01-06T03:41:07.349151,233.63,Extensions,CUST_0055,card
TXN_000023,2026-01-06T04:04:07.349151,193.63,Highlights,CUST_0011,card
TXN_000102,2026-01-06T04:15:07.349151,106.87,Blowout,CUST_0043,card
TXN_000117,2026-01-06T08:33:07.349151,80.04,Extensions,CUST_0036,card
TXN_000136,2026-01-06T09:59:07.349151,77.9,Blowout,CUST_0044,card
TXN_000149,2026-01-06T11:49:07.349151,235.53,Haircut,CUST_0028,card
TXN_000032,2026-01-06T12:57:07.349151,191.39,Color,CUST_0020,card
TXN_000190,2026-01-06T13:55:07.349151,181.03,Blowout,CUST_0060,card
TXN_000083,2026-01-07T03:21:07.349151,88.26,Color,CUST_0009,card
TXN_000054,2026-01-07T06:54:07.349151,249.67,Color,CUST_0001,card
TXN_000158,2026-01-07T10:14:07.349151,138.77,Extensions,CUST_0063,cash
TXN_000152,2026-01-07T10:37:07.349151,104.41,Blowout,CUST_0048,card
TXN_000167,2026-01-08T09:10:07.349151,160.06,Highlights,CUST_0007,card
TXN_000048,2026-01-08T09:50:07.349151,128.34,Blowout,CUST_0037,card
TXN_000092,2026-01-08T11:08:07.349151,204.91,Blowout,CUST_0063,cash
TXN_000074,2026-01-09T04:54:07.349151,215.81,Extensions,CUST_0056,card
TXN_000035,2026-01-09T07:04:07.349151,45.19,Extensions,CUST_0020,cash
TXN_000027,2026-01-09T08:56:07.349151,71.24,Highlights,CUST_0004,card
TXN_000116,2026-01-09T09:26:07.349151,135.57,Highlights,CUST_0055,card
TXN_000156,2026-01-09T10:29:07.349151,198.73,Haircut,CUST_0008,card
TXN_000192,2026-01-09T12:02:07.349151,187.37,Highlights,CUST_0021,card
TXN_000015,2026-01-09T12:24:07.349151,299.8,Color,CUST_0035,cash
TXN_000000,2026-01-10T03:06:07.349151,274.88,Highlights,CUST_0005,card
TXN_000056,2026-01-10T05:11:07.349151,300.84,Treatment,CUST_0047,card
TXN_000101,2026-01-10T05:11:07.349151,284.54,Treatment,CUST_0063,card
TXN_000154,2026-01-10T05:36:07.349151,37.15,Color,CUST_0064,card
TXN_000080,2026-01-10T06:21:07.349151,61.88,Haircut,CUST_0029,card
TXN_000077,2026-01-10T08:16:07.349151,129.75,Blowout,CUST_0032,card
TXN_000076,2026-01-10T08:23:07.349151,235.16,Highlights,CUST_0015,cash
TXN_000105,2026-01-10T09:36:07.349151,300.54,Color,CUST_0045,card
TXN_000194,2026-01-10T09:36:07.349151,215.29,Blowout,CUST_0054,card
TXN_000008,2026-01-10T09:38:07.349151,258.82,Highlights,CUST_0022,cash
TXN_000155,2026-01-10T10:13:07.349151,254.27,Extensions,CUST_0035,card
TXN_000070,2026-01-10T11:28:07.349151,35.86,Haircut,CUST_0054,cash
TXN_000189,2026-01-10T13:15:07.349151,58.97,Haircut,CUST_0024,cash
TXN_000175,2026-01-10T14:31:07.349151,185.86,Blowout,CUST_0026,card
TXN_000146,2026-01-10T14:39:07.349151,56.36,Color,CUST_0061,card
TXN_000014,2026-01-10T14:41:07.349151,138.72,Haircut,CUST_0039,card
TXN_000184,2026-01-10T14:42:07.349151,169.95,Haircut,CUST_0049,cash
TXN_000045,2026-01-11T07:09:07.349151,55.55,Highlights,CUST_0016,card
TXN_000112,2026-01-12T04:00:07.349151,133.18,Blowout,CUST_0059,card
TXN_000109,2026-01-12T08:24:07.349151,203.91,Highlights,CUST_0039,card
TXN_000124,2026-01-12T09:19:07.349151,146.86,Color,CUST_0016,card
TXN_000197,2026-01-12T11:32:07.349151,190.62,Blowout,CUST_0004,card
TXN_000060,2026-01-12T13:08:07.349151,221.31,Haircut,CUST_0013,card
TXN_000160,2026-01-12T13:09:07.349151,222.46,Blowout,CUST_0029,card
