transaction_id,timestamp,amount,description,customer_id,payment_method
TXN_000088,2025-12-22T06:49:54.342990,14.77,Pastries,CUST_0066,card
TXN_000056,2025-12-22T07:05:54.342990,15.07,Coffee,CUST_0052,card
TXN_000153,2025-12-22T08:40:54.342990,27.88,Lunch,CUST_0045,card
TXN_000016,2025-12-22T10:16:54.342990,24.84,Espresso Drinks,CUST_0008,cash
TXN_000000,2025-12-22T11:08:54.342990,21.85,Lunch,CUST_0047,card
TXN_000131,2025-12-22T11:19:54.342990,7.2,Pastries,CUST_0062,card
TXN_000103,2025-12-22T13:31:54.342990,16.07,Merchandise,CUST_0026,cash
TXN_000198,2025-12-23T02:49:54.342990,26.8,Breakfast,CUST_0029,card
TXN_000043,2025-12-23T05:27:54.342990,7.8,Merchandise,CUST_0021,card
TXN_000018,2025-12-23T08:19:54.342990,28.47,Breakfast,CUST_0027,card
TXN_000031,2025-12-23T09:51:54.342990,9.13,Coffee,CUST_0048,card
TXN_000122,2025-12-23T12:59:54.342990,7.87,Lunch,CUST_0021,card
TXN_000125,2025-12-23T13:47:54.342990,22.04,Pastries,CUST_0059,card
TXN_000179,2025-12-24T03:17:54.342990,23.67,Merchandise,CUST_0061,cash
TXN_000010,2025-12-24T04:30:54.342990,16.86,Merchandise,CUST_0004,card
TXN_000159,2025-12-24T05:24:54.342990,19.5,Lunch,CUST_0008,cash
TXN_000054,2025-12-24T07:18:54.342990,15.35,Pastries,CUST_0040,card
TXN_000037,2025-12-24T11:09:54.342990,24.77,Merchandise,CUST_0006,card
TXN_000073,2025-12-24T11:21:54.342990,20.36,Espresso Drinks,CUST_0062,cash
TXN_000190,2025-12-24T11:22:54.342990,27.26,Pastries,CUST_0021,cash
TXN_000023,2025-12-24T11:58:54.342990,31.92,Coffee,CUST_0002,card
TXN_000065,2025-12-24T14:26:54.342990,16.48,Merchandise,CUST_0024,card
TXN_000007,2025-12-26T12:43:54.342990,10.8,Merchandise,CUST_0014,card
TXN_000143,2025-12-28T04:01:54.342990,5.38,Coffee,CUST_0058,cash
TXN_000021,2025-12-28T09:49:54.342990,10.21,Pastries,CUST_0050,card
TXN_000156,2025-12-28T12:03:54.342990,9.89,Pastries,CUST_0039,card
TXN_000082,2025-12-29T05:20:54.342990,19.6,Lunch,CUST_0028,card
TXN_000064,2025-12-29T05:52:54.342990,19.83,Pastries,CUST_0024,card
TXN_000155,2025-12-29T05:59:54.342990,15.37,Breakfast,CUST_0022,card
TXN_000141,2025-12-29T07:12:54.342990,24.98,Espresso Drinks,CUST_0006,card
TXN_000161,2025-12-29T09:55:54.342990,28.0,Breakfast,CUST_0020,card
TXN_000178,2025-12-29T13:47:54.342990,6.43,Coffee,CUST_0010,card
TXN_000079,2025-12-30T07:31:54.342990,12.22,Coffee,CUST_0055,cash
TXN_000132,2025-12-30T10:44:54.342990,31.03,Merchandise,CUST_0001,card
TXN_000044,2025-12-30T14:05:54.342990,29.11,Coffee,CUST_0035,card
TXN_000181,2025-12-31T06:26:54.342990,16.97,Pastries,CUST_0059,cash
TXN_000035,2025-12-31T06:42:54.342990,5.44,Pastries,CUST_0059,card
TXN_000130,2025-12-31T06:56:54.342990,15.53,Coffee,CUST_0059,card
TXN_000100,2025-12-31T07:09:54.342990,16.68,Merchandise,CUST_0016,card
TXN_000114,2025-12-31T10:33:54.342990,26.25,Coffee,CUST_0050,card
TXN_000183,2025-12-31T11:53:54.342990,18.93,Breakfast,CUST_0066,cash
TXN_000059,2025-12-31T13:28:54.342990,9.7,Coffee,CUST_0055,cash
TXN_000068,2025-12-31T13:53:54.342990,26.47,Coffee,CUST_0040,card
TXN_000055,2026-01-01T04:37:54.342990,31.84,Espresso Drinks,CUST_0030,card
TXN_000108,2026-01-01T05:46:54.342990,25.24,Breakfast,CUST_0009,card
TXN_000003,2026-01-01T08:32:54.342990,28.09,Lunch,CUST_0040,card
TXN_000095,2026-01-01T10:34:54.342990,7.95,Merchandise,CUST_0024,card
TXN_000062,2026-01-01T11:30:54.342990,8.83,Merchandise,CUST_0019,cash
TXN_000174,2026-01-01T12:12:54.342990,30.21,Pastries,CUST_0024,card
TXN_000101,2026-01-01T13:00:54.342990,6.25,Breakfast,CUST_0066,card
TXN_000092,2026-01-02T02:38:54.342990,16.04,Lunch,CUST_0011,cash
TXN_000157,2026-01-02T03:56:54.342990,16.68,Merchandise,CUST_0052,card
TXN_000025,2026-01-02T09:33:54.342990,26.94,Pastries,CUST_0061,card
TXN_000105,2026-01-02T12:04:54.342990,9.72,Pastries,CUST_0062,card
TXN_000071,2026-01-02T12:06:54.342990,10.86,Lunch,CUST_0061,card
TXN_000061,2026-01-02T12:48:54.342990,11.89,Lunch,CUST_0031,card
TXN_000113,2026-01-02T13:45:54.342990,11.19,Espresso Drinks,CUST_0002,card
TXN_000080,2026-01-03T03:10:54.342990,15.42,Lunch,CUST_0026,card
TXN_000096,2026-01-03T04:20:54.342990,13.06,Merchandise,CUST_0020,cash
TXN_000077,2026-01-03T05:17:54.342990,20.39,Pastries,CUST_0010,card
TXN_000047,2026-01-03T05:25:54.342990,8.63,Espresso Drinks,CUST_0047,card
TXN_000163,2026-01-03T11:33:54.342990,10.63,Pastries,CUST_0005,cash
TXN_000099,2026-01-03T11:42:54.342990,21.63,Coffee,CUST_0030,card
TXN_000072,2026-01-03T12:04:54.342990,16.15,Merchandise,CUST_0008,card
TXN_000199,2026-01-04T07:39:54.342990,14.75,Merchandise,CUST_0010,card
TXN_000117,2026-01-04T08:42:54.342990,21.02,Coffee,CUST_0017,cash
TXN_000011,2026-01-04T13:01:54.342990,10.51,Coffee,CUST_0007,cash
TXN_000168,2026-01-05T02:42:54.342990,8.14,Merchandise,CUST_0054,card
TXN_000109,2026-01-05T03:09:54.342990,17.49,Breakfast,CUST_0013,card
TXN_000177,2026-01-05T04:44:54.342990,22.72,Pastries,CUST_0051,card
TXN_000081,2026-01-05T05:57:54.342990,24.77,Espresso Drinks,CUST_0020,card
TXN_000014,2026-01-05T07:04:54.342990,6.13,Coffee,CUST_0041,card
TXN_000133,2026-01-05T10:26:54.342990,30.53,Espresso Drinks,CUST_0030,card
TXN_000024,2026-01-05T11:20:54.342990,25.18,Lunch,CUST_0039,cash
TXN_000142,2026-01-05T11:28:54.342990,26.73,Lunch,CUST_0066,card
TXN_000094,2026-01-05T14:24:54.342990,6.74,Espresso Drinks,CUST_0032,card
TXN_000075,2026-01-06T03:47:54.342990,20.67,Merchandise,CUST_0010,card
TXN_000045,2026-01-06T09:59:54.342990,24.29,Breakfast,CUST_0033,card
TXN_000189,2026-01-06T10:19:54.342990,15.27,Espresso Drinks,CUST_0054,card
TXN_000139,2026-01-06T10:21:54.342990,23.64,Merchandise,CUST_0063,cash
TXN_000039,2026-01-06T10:44:54.342990,6.75,Merchandise,CUST_0045,card
TXN_000127,2026-01-06T12:38:54.342990,11.31,Merchandise,CUST_0038,cash
TXN_000124,2026-01-06T13:00:54.342990,14.93,Breakfast,CUST_0056,card
TXN_000146,2026-01-06T13:17:54.342990,4.86,Espresso Drinks,CUST_0006,card
TXN_000098,2026-01-07T02:47:54.342990,15.05,Breakfast,CUST_0048,card
TXN_000175,2026-01-07T04:35:54.342990,7.89,Lunch,CUST_0062,card
TXN_000106,2026-01-07T05:36:54.342990,23.77,Coffee,CUST_0006,card
TXN_000188,2026-01-07T10:29:54.342990,11.7,Merchandise,CUST_0065,card
TXN_000036,2026-01-07T11:11:54.342990,6.67,Espresso Drinks,CUST_0003,cash
TXN_000084,2026-01-07T13:36:54.342990,23.06,Coffee,CUST_0017,card
TXN_000060,2026-01-08T03:44:54.342990,26.27,Espresso Drinks,CUST_0003,cash
TXN_000152,2026-01-08T04:43:54.342990,24.21,Coffee,CUST_0046,card
TXN_000020,2026-01-08T05:43:54.342990,18.73,Breakfast,CUST_0015,card
TXN_000110,2026-01-08T06:04:54.342990,23.07,Espresso Drinks,CUST_0050,card
TXN_000051,2026-01-08T07:12:54.342990,9.56,Pastries,CUST_0054,card
TXN_000170,2026-01-08T07:41:54.342990,27.2,Merchandise,CUST_0051,card
TXN_000166,2026-01-08T10:44:54.342990,29.09,Lunch,CUST_0009,card
TXN_000022,2026-01-08T10:53:54.342990,8.69,Espresso Drinks,CUST_0013,cash
TXN_000085,2026-01-08T12:49:54.342990,8.41,Coffee,CUST_0009,card
TXN_000197,2026-01-08T13:56:54.342990,31.43,Breakfast,CUST_0051,card
TXN_000169,2026-01-09T06:13:54.342990,13.51,Pastries,CUST_0043,card
TXN_000042,2026-01-09T06:29:54.342990,28.34,Espresso Drinks,CUST_0065,cash
TXN_000119,2026-01-09T12:05:54.342990,23.55,Coffee,CUST_0023,card
TXN_000038,2026-01-09T13:17:54.342990,10.02,Merchandise,CUST_0031,cash
TXN_000032,2026-01-09T14:05:54.342990,23.26,Breakfast,CUST_0041,cash
TXN_000063,2026-01-10T02:41:54.342990,4.64,Breakfast,CUST_0010,card
TXN_000184,2026-01-10T04:13:54.342990,22.37,Merchandise,CUST_0032,card
TXN_000026,2026-01-10T09:26:54.342990,14.58,Pastries,CUST_0025,cash
TXN_000111,2026-01-10T09:32:54.342990,11.42,Lunch,CUST_0039,card
TXN_000187,2026-01-10T13:03:54.342990,7.78,Breakfast,CUST_0017,card
TXN_000173,2026-01-10T13:21:54.342990,12.77,Merchandise,CUST_0005,card
TXN_000154,2026-01-10T13:51:54.342990,21.67,Coffee,CUST_0008,cash
TXN_000004,2026-01-11T04:39:54.342990,6.34,Breakfast,CUST_0028,card
TXN_000083,2026-01-11T05:20:54.342990,5.91,Pastries,CUST_0005,card
TXN_000162,2026-01-11T08:11:54.342990,14.26,Pastries,CUST_0052,card
TXN_000070,2026-01-11T12:03:54.342990,24.28,Espresso Drinks,CUST_0052,cash
TXN_000195,2026-01-12T06:19:54.342990,19.05,Breakfast,CUST_0012,card
TXN_000012,2026-01-12T09:03:54.342990,16.92,Merchandise,CUST_0038,card
TXN_000167,2026-01-12T11:30:54.342990,8.42,Merchandise,CUST_0013,card
